-0.25	-0.24
0.76	0.41
0.51	0.66
0.59	0.27
-0.44	-0.09
0.56	-0.46
-0.46	-0.12
0.55	0.37
-0.19	0.23
0.61	-0.77
0.55	0.78
0.64	0.85
0.82	-0.37
-0.13	-0.41
-0.47	0.43
-0.13	0.38
-0.48	0.76
-0.45	-0.38
-0.29	0.20
0.53	0.51
0.79	-0.57
-0.19	0.81
0.85	-0.28
-0.18	0.58
-0.23	-0.58
0.55	-0.27
-0.29	0.40
-0.17	0.38
-0.26	-0.20
0.91	-0.41
-0.37	0.15
0.55	0.40
-0.26	-0.58
0.86	-0.28
-0.46	-0.34
-0.13	-0.74
-0.22	-0.59
-0.46	0.64
-0.46	0.91
-0.15	0.35
-0.39	-0.20
-0.20	-0.80
-0.40	0.60
0.60	-0.88
-0.45	0.12
0.79	0.48
0.66	-0.64
0.63	-0.39
0.63	0.82
-0.42	0.46
-0.11	-0.68
-0.11	-0.65
-0.06	-0.44
0.63	-0.51
-0.42	-0.56
0.72	-0.64
-0.17	-0.26
0.60	-0.37
0.57	-0.77
0.84	0.62
-0.09	-0.51
-0.49	-0.90
-0.43	0.67
-0.15	0.53
0.75	-0.56
-0.23	0.57
0.63	0.56
0.61	0.72
-0.13	0.32
0.59	-0.78
0.79	0.76
0.63	-0.78
-0.15	-0.41
-0.24	0.37
-0.28	-0.57
-0.30	-0.76
-0.18	0.55
-0.20	-0.72
-0.43	0.21
-0.42	0.19
0.73	0.21
-0.49	0.88
0.52	-0.65
-0.23	0.53
0.71	-0.33
0.58	-0.29
0.63	-0.20
-0.37	-0.48
-0.50	0.54
-0.32	0.60
-0.34	0.86
0.69	-0.17
-0.23	-0.46
-0.50	-0.09
0.66	0.70
0.64	-0.72
0.89	-0.40
0.73	0.81
0.69	0.42
-0.25	-0.23
-0.47	0.35
0.73	0.85
0.90	0.53
-0.30	0.28
-0.39	0.62
0.61	0.87
-0.39	-0.52
0.71	-0.25
-0.38	-0.79
0.55	0.82
-0.18	-0.38
-0.49	0.73
0.63	0.28
-0.50	0.75
0.80	-0.79
-0.46	-0.90
0.62	-0.84
-0.49	0.73
0.65	-0.67
-0.16	-0.37
-0.20	0.37
-0.25	0.34
-0.27	-0.37
-0.13	-0.38
-0.38	-0.61
-0.32	0.67
0.67	0.40
-0.21	-0.81
-0.11	0.36
-0.39	0.48
-0.23	0.50
-0.24	-0.44
-0.32	-0.12
0.52	0.63
-0.36	0.18
0.54	0.24
0.65	-0.58
0.73	-0.47
0.60	0.07
0.70	-0.31
-0.40	0.17
-0.32	0.26
0.89	-0.68
0.51	0.69
0.77	0.73
-0.37	0.70
-0.47	-0.58
-0.14	0.56
0.68	0.77
-0.15	0.25
-0.36	-0.21
0.60	-0.57
-0.49	-0.43
0.61	-0.69
0.59	0.08
-0.30	0.90
0.75	0.17
-0.27	0.14
-0.41	-0.13
-0.40	-0.88
-0.06	-0.59
0.91	-0.47
-0.41	-0.18
-0.44	0.69
0.93	0.39
-0.10	-0.38
-0.32	-0.17
0.69	0.74
-0.22	-0.16
-0.44	0.81
-0.23	-0.20
-0.26	0.37
-0.18	-0.58
0.78	-0.41
-0.32	-0.60
-0.13	-0.33
0.61	-0.38
0.66	0.37
-0.49	0.94
0.50	-0.92
0.85	0.30
0.53	0.89
-0.41	-0.51
0.86	0.65
0.65	0.63
-0.49	-0.28
-0.33	-0.58
-0.40	-0.66
0.80	-0.79
0.85	0.44
-0.28	0.60
-0.48	-0.74
0.79	0.22
0.63	-0.26
0.56	0.28
-0.18	0.33
0.71	-0.25
0.66	-0.40
0.61	-0.75
0.83	0.53
0.51	0.12
0.77	-0.27
-0.44	0.20
-0.39	-0.69
0.50	0.59
-0.39	-0.36
-0.32	-0.54
-0.26	-0.49
0.71	-0.34
0.69	0.70
-0.36	-0.26
0.76	-0.29
-0.40	0.28
-0.23	-0.66
-0.28	0.71
-0.31	0.52
-0.43	0.40
0.65	-0.73
0.82	-0.21
0.81	0.57
-0.32	-0.27
-0.39	-0.34
-0.46	0.76
-0.17	-0.39
0.85	-0.33
0.54	0.67
0.63	-0.49
-0.30	-0.16
-0.24	-0.49
-0.25	0.19
-0.45	0.81
0.58	-0.73
0.62	0.72
-0.06	0.47
-0.37	-0.64
0.74	-0.38
0.61	0.55
0.76	-0.55
-0.26	0.67
0.61	0.75
0.78	0.81
0.71	0.38
0.75	-0.39
-0.44	0.36
-0.25	0.17
0.75	-0.42
0.52	-0.68
0.70	-0.18
0.73	0.75
-0.16	0.79
-0.37	0.92
-0.35	-0.44
-0.29	-0.32
0.80	-0.47
0.79	-0.72
-0.31	-0.32
-0.18	-0.76
0.58	-0.70
0.68	0.67
-0.22	-0.27
-0.21	0.43
-0.32	0.71
-0.45	0.84
0.68	0.12
-0.30	-0.78
-0.46	-0.81
-0.49	0.55
-0.20	0.67
0.51	-0.79
0.73	-0.45
-0.28	-0.25
-0.26	0.84
0.67	-0.37
0.65	0.15
-0.27	0.23
-0.24	0.39
0.59	-0.56
0.63	-0.77
-0.49	0.25
0.56	0.22
-0.44	-0.50
0.60	-0.87
-0.43	-0.22
0.83	-0.35
-0.21	0.20
0.61	-0.08
-0.17	-0.77
-0.50	0.06
-0.29	-0.60
0.50	-0.68
0.54	0.38
0.69	0.12
0.71	-0.21
-0.27	0.58
0.54	0.48
-0.25	-0.68
0.66	0.11
-0.42	-0.78
0.85	0.56
-0.18	-0.61
0.70	0.67
0.58	0.49
0.77	-0.70
0.51	-0.63
-0.10	-0.62
-0.35	0.55
0.88	0.68
0.52	0.72
0.53	-0.47
0.66	0.37
0.55	0.16
0.62	-0.18
-0.26	0.74
-0.17	0.41
-0.26	-0.61
0.85	-0.44
0.70	-0.82
-0.41	-0.75
0.60	0.34
0.53	-0.17
-0.21	-0.29
0.57	-0.82
-0.41	-0.59
0.64	0.70
0.82	0.26
0.52	-0.11
0.77	-0.17
0.87	0.59
0.64	-0.11
-0.41	0.07
0.63	0.21
0.51	0.29
-0.43	-0.41
0.52	0.78
-0.31	0.43
0.63	-0.22
-0.41	0.93
0.60	-0.69
0.73	-0.47
0.90	-0.33
0.86	0.62
-0.45	-0.26
0.75	-0.49
-0.41	-0.21
-0.33	0.81
0.88	-0.33
-0.47	-0.34
0.68	0.44
0.65	0.50
-0.32	-0.13
0.82	0.58
-0.20	0.17
0.69	-0.86
-0.08	-0.49
-0.17	0.64
0.85	-0.55
0.83	-0.53
-0.47	0.38
0.51	-0.78
-0.36	0.19
-0.19	0.50
-0.37	0.83
-0.39	0.92
-0.26	-0.41
0.56	0.87
-0.47	0.11
0.65	0.31
0.58	0.65
-0.20	-0.17
0.65	-0.56
-0.26	-0.40
0.50	-0.50
0.55	0.21
-0.41	-0.66
0.58	0.52
0.84	-0.51
-0.09	-0.47
-0.32	-0.69
0.62	-0.36
-0.20	-0.38
0.57	-0.53
0.77	0.80
0.84	-0.58
0.51	0.58
0.54	-0.34
0.71	-0.77
0.68	-0.14
0.58	-0.89
-0.16	-0.34
-0.49	0.81
0.60	0.24
0.57	0.91
-0.37	-0.42
-0.49	0.89
0.59	-0.89
0.85	0.73
-0.46	0.76
0.58	-0.30
-0.28	0.39
0.70	0.63
-0.30	-0.67
0.94	0.55
0.66	0.20
0.67	0.87
-0.32	-0.72
-0.31	-0.23
0.58	-0.80
-0.30	-0.40
0.57	0.55
0.54	0.24
0.51	-0.65
-0.26	-0.42
-0.19	-0.28
0.79	-0.76
0.63	0.87
0.91	0.36
0.67	0.54
-0.38	-0.17
-0.32	-0.86
0.73	-0.33
-0.20	-0.55
0.50	0.89
0.57	-0.24
0.58	0.11
0.70	0.65
0.67	-0.45
0.76	0.14
0.60	0.18
0.68	-0.91
0.87	-0.53
0.88	-0.59
-0.23	0.42
0.54	-0.63
0.52	0.86
-0.31	-0.61
0.65	0.40
0.94	-0.54
-0.38	-0.61
-0.45	0.50
-0.23	-0.80
-0.48	-0.84
0.83	0.50
0.57	-0.58
-0.31	0.86
0.86	0.68
0.55	-0.66
0.79	0.33
-0.43	0.85
-0.14	-0.24
0.66	-0.23
0.61	0.31
-0.23	0.15
-0.43	-0.73
-0.29	-0.43
-0.12	0.47
-0.40	-0.19
-0.10	-0.36
0.92	0.65
-0.32	0.67
-0.39	-0.81
0.62	0.44
0.72	0.76
0.80	-0.82
0.74	-0.16
-0.27	-0.45
-0.43	0.92
-0.39	-0.26
-0.13	-0.69
0.76	-0.63
0.72	0.84
-0.21	0.53
0.87	-0.74
-0.44	0.86
0.51	0.78
-0.14	0.62
0.80	-0.29
0.65	0.85
-0.13	-0.43
-0.41	-0.64
-0.32	0.68
0.82	0.60
