0.83	1.10
1.07	0.90
1.17	1.17
1.05	0.82
0.90	1.15
1.03	0.99
1.17	0.86
1.19	0.88
0.95	1.00
0.81	1.04
0.83	1.04
1.15	0.84
0.98	1.15
1.05	1.15
1.17	1.17
1.14	0.82
0.96	0.80
0.94	0.85
0.93	1.14
1.19	1.06
0.98	1.00
0.88	0.92
1.12	1.08
0.97	0.95
0.89	1.13
1.13	0.94
0.92	0.88
1.02	0.98
1.20	1.09
0.85	0.81
0.88	1.14
0.91	0.97
1.05	1.00
1.08	1.09
0.90	0.91
0.85	1.14
0.90	1.07
0.96	1.17
1.01	1.12
1.15	0.86
0.86	0.93
0.80	1.17
0.98	1.02
0.88	1.19
0.93	0.81
0.83	1.05
0.85	1.17
1.14	1.03
0.84	0.91
0.84	0.82
0.84	1.00
0.88	1.15
1.00	1.17
0.99	1.10
1.15	0.90
1.04	1.17
1.17	1.16
0.88	0.96
0.87	0.99
1.02	0.85
1.08	1.17
0.98	0.88
0.82	0.87
0.95	1.16
1.02	1.11
1.20	1.15
0.89	0.90
1.18	1.14
1.13	0.91
1.08	0.93
1.16	0.95
0.85	0.89
1.11	0.90
0.89	0.97
1.05	1.14
1.20	1.20
0.83	1.04
0.89	0.81
0.98	0.86
0.92	0.97
1.09	0.93
1.14	1.00
1.14	0.99
1.00	0.94
1.04	0.83
0.98	0.84
1.00	0.87
0.89	1.03
1.08	0.81
1.10	1.17
0.91	1.06
1.17	1.12
1.20	0.87
1.02	1.03
1.14	1.18
0.96	0.93
0.99	1.03
1.10	1.08
1.16	1.03
0.93	1.03
0.88	1.13
0.85	1.19
0.82	0.84
0.94	1.03
0.91	0.89
1.15	0.85
0.91	0.95
0.92	0.98
0.92	1.08
0.94	0.81
0.96	0.93
1.09	0.91
0.95	1.03
0.86	1.10
1.11	0.89
1.14	1.07
1.18	1.11
1.17	1.00
0.80	1.17
1.01	1.13
0.86	1.02
1.17	1.17
1.04	1.13
0.93	0.91
1.02	0.97
1.07	1.05
1.09	1.13
1.12	1.00
0.98	1.12
1.13	1.06
0.91	0.85
1.17	1.09
0.94	1.04
1.05	1.17
1.15	1.14
1.02	0.83
0.89	1.11
0.84	1.04
1.11	0.89
0.86	1.11
0.84	0.85
1.12	0.81
1.15	1.04
0.83	1.04
1.02	1.14
0.87	0.81
0.86	1.13
0.90	1.15
0.82	1.17
0.91	1.09
0.39	0.43
0.08	0.03
0.18	0.15
0.17	0.42
0.25	0.36
0.37	0.40
0.07	0.38
0.39	0.33
0.44	0.40
0.22	0.11
0.38	0.05
0.00	0.35
0.39	0.39
0.24	0.03
0.04	0.39
0.29	0.06
0.31	0.19
0.49	0.43
0.32	0.31
0.03	0.09
0.30	0.10
0.39	0.26
0.13	0.03
0.41	0.01
0.25	0.15
0.13	0.20
0.36	0.45
0.08	0.40
0.41	0.20
0.19	0.48
0.44	0.49
0.34	0.49
0.39	0.48
0.26	0.32
0.31	0.44
0.00	0.26
0.07	0.35
0.38	0.44
0.47	0.32
0.15	0.43
0.05	0.44
0.14	0.37
0.32	0.48
0.44	0.20
0.32	0.14
0.34	0.25
0.24	0.22
0.10	0.35
0.17	0.29
0.16	0.03
0.36	0.31
0.06	0.18
0.39	0.34
0.05	0.44
0.34	0.44
0.21	0.20
0.15	0.09
0.02	0.16
0.20	0.05
0.09	0.39
0.41	0.30
0.39	0.30
0.26	0.24
0.41	0.34
0.04	0.39
0.40	0.10
0.32	0.13
0.26	0.04
0.10	0.15
0.15	0.16
0.02	0.19
0.21	0.23
0.18	0.37
0.14	0.21
0.23	0.08
0.30	0.13
0.31	0.23
0.20	0.23
0.27	0.45
0.15	0.24
0.34	0.14
0.14	0.40
0.07	0.02
0.17	0.30
0.42	0.24
0.23	0.18
0.08	0.13
0.36	0.33
0.25	0.44
0.43	0.47
0.22	0.25
0.11	0.37
0.11	0.28
0.00	0.04
0.43	0.06
0.32	0.37
0.45	0.37
0.39	0.19
0.35	0.28
0.40	0.22
0.39	0.40
0.21	0.25
0.19	0.43
0.17	0.15
0.46	0.42
0.25	0.34
0.03	0.19
0.02	0.23
0.07	0.36
0.04	0.19
0.01	0.11
0.07	0.40
0.46	0.43
0.06	0.22
0.23	0.45
0.07	0.07
0.40	0.15
0.31	0.27
0.15	0.24
0.21	0.29
0.33	0.29
0.12	0.15
0.20	0.04
0.23	0.44
0.16	0.43
0.15	0.24
0.32	0.41
0.16	0.47
0.34	0.29
